,,,,,,,,,,,,"""=LOOKUP(RAND(), $I$51:$I$54, $G$51:$G$54)""",,,,,,,,,,,Distance Between (km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,95,224.4333333,204.05,196.9666667,166.9833333,176.5833333,166.8833333,143.3833333,136.35,137.3666667,129.3166667,143.4333333,132.5333333,130.9666667,137.0833333,119.85,123.55,114.6833333,124.8333333,127.4,132.35,191.65,118.8333333,117.7,121.4666667,124.9333333,173.0833333,114.7666667,118.6333333,124.8833333,114.25,122.2833333,108.0333333,119.1,117.1666667,258.1333333,142.8833333,129.1833333,106.9333333,107.6833333,112.2166667,108.1,109.1333333,104.8833333,99.38333333,100.7666667,105,102.4833333,108.75,99.31666667,95.03333333,359.75,91.65,118.4833333,91.2,96.33333333,93.43333333,101.4666667,123.55,92.56666667,92.28333333,96.51666667,93.98333333,105.5166667,97.38333333,84.48333333,91.55,91.08333333,92.95,99.61666667,98.85,79.25,148.7,98.88333333,84.05,121.5333333,188.2333333,90.78333333,68.91666667,64.4,105.3,83.3,56,111.0166667,56,49.53333333,49.28333333,46.41666667,54.26666667,40.8,50.9,94.63333333,74.18333333,86.3,290.75,43.13333333,0,49.18333333,278.45,104.3666667,76.18333333,73.16666667,89.76666667,74.88333333,472.3833333,75.08333333,86.35,57.51666667,150.0333333,116.2333333,571.9833333,151.0833333,133.4,422.6833333,409.1666667,89.08333333,223.4,203.5166667,218.4166667,195.7333333,168.1,162.45,166.8666667,127.8333333,130.0666667,127.4166667,123.2666667,193.5666667,113.9166667,172.5,113.2333333,118.3333333,112.8333333,110.55,120.7166667,109.5,142.3166667,263.5833333,105.3,102.1666667,99.46666667,100.9333333,104,104.3,121.9833333,90.35,95.2,96.86666667,123.1666667,147.3666667,83.01666667,91.08333333,97.03333333,186.9,68.16666667,106.6,87,110.2833333,56.21666667,45.88333333,52.88333333,73.88333333,36.93333333,77.7,85.7,278.1333333,87.5,48.4,63.56666667,56.55,127.9666667,163.5333333,421.5,408.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,96,246.95,226.5666667,219.4833333,189.5166667,200.3166667,190.6166667,167.1166667,160.0833333,159.8833333,153.05,178.9666667,156.65,166.5,152.35,144.85,159.0666667,138.4166667,160.35,152.4,167.8833333,170.1,142.5666667,142.7,157,147,151.5333333,138.5,143.6333333,149.8833333,137.9833333,132.7166667,131.7666667,129.5333333,142.1333333,236.6,117.3166667,137.15,130.6666667,132.6833333,122.6666667,131.8333333,129.3166667,128.6166667,124.3833333,125.7333333,123.6166667,127.3,110.8333333,123.05,120.5666667,338.2,121.7333333,105.2,121.4166667,117.8333333,123.65,111.9166667,98.65,124.0333333,111.6833333,132.0333333,107.1166667,143,110.5166667,114.1,123.4833333,127.5833333,111.35,135.15,91.41666667,109.0166667,115.5833333,136.7,121.8666667,88.3,157.2166667,130.9833333,78.33333333,93.35,71.98333333,123.5,80.58333333,152.1166667,96.2,63.08333333,89.5,86.63333333,94.48333333,81.01666667,92.56666667,141.6833333,118.8,48.91666667,259.7166667,88,49.63333333,0,247.4333333,148.4333333,121.85,116.15,134.9166667,117.4333333,441.3666667,47.96666667,128.8833333,74.18333333,192.5833333,156.0166667,550.4333333,190.2833333,173.1833333,442.7833333,448.9666667,117.1666667,245.9166667,226.0333333,242.15,218.2666667,190.6166667,184.9833333,190.6166667,152.8333333,165.6,162.95,148.2666667,172.0166667,137.6666667,150.95,136.9666667,143.0333333,136.5666667,134.2833333,145.7,134.4666667,119.15,242.05,125.4833333,124.6333333,124.4333333,125.75,139.5166667,139.8166667,107.2166667,120.4333333,125.2833333,117.05,98.1,116.35,113.2333333,126.6666667,134.85,155.8833333,78.15,73.28333333,127.2166667,151.4,96.43333333,86.08333333,93.1,118.5,30.03333333,124.7333333,48.31666667,247.1166667,132.6833333,86.46666667,48.21666667,73.21666667,167.75,208.7333333,441.8,448.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,97,327.2,306.8166667,299.7333333,269.75,257.6666667,261.0333333,247.3666667,240.3333333,240.1333333,233.3,290.9166667,236.9,278.45,229.1833333,225.5333333,271.0333333,218.6666667,272.3166667,233.0833333,279.8333333,151.2333333,222.8166667,223.3833333,268.95,223.8333333,153.9,218.75,224.3333333,229.7166667,218.8333333,209.0833333,212.0166667,206.3666667,230.6166667,95.83333333,158.6,214.45,210.9166667,218.95,199.5,212.0833333,205.7166667,206.7833333,209.7,219.8,200.0333333,222,186.0666667,211.2333333,222.0333333,152.7166667,226.1833333,169.15,223.2666667,212.75,225.55,210.7333333,166.9833333,230.8333333,216.2666667,244,222.75,254.95,222.8833333,224.7666667,234.9333333,240.45,224.8833333,247.1,189.0166667,224.2166667,151.55,254.45,243.9333333,170.85,97.7,251.65,220.85,249.5833333,196.6333333,266.4666667,256.3666667,294.8,249.5333333,253.8833333,254.1166667,260.05,260.6,262.6,262.3666667,298.3666667,274.2166667,244.5666667,20.83333333,282.5,278.0666667,246.1166667,0,315.6166667,303.8166667,309.2666667,301.7333333,322.4666667,199.7166667,278.2833333,323.2833333,313.5,363.35,353.4,312.0333333,372.45,370.5666667,201.1333333,216.65,218.4666667,326.1666667,306.2833333,305.9166667,298.5,270.8666667,265.2166667,262.7833333,234.0833333,277.55,274.9166667,228.95,153.3166667,217.9,153.3166667,217.2166667,223.2833333,216.8166667,214.5333333,236.6833333,228.55,160.45,91.81666667,201.9,201.0333333,218.5166667,219.6,251.4833333,251.7833333,171.6,228.6166667,232.8666667,213.2833333,166.7,133.2333333,223.1166667,238.6333333,251.7666667,96.36666667,221.2666667,196.55,262.2,296.4666667,249.5,256.95,259.2166667,274.0666667,245.6833333,281.4333333,243.8833333,2.616666667,299.4666667,318.9666667,290.0666667,312.5333333,365.1333333,375.5166667,200.15,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,98,242.65,222.2666667,215.1833333,185.2,194.8,185.1,161.6,154.5666667,155.5833333,147.5333333,143,150.75,130.5333333,155.3,138.0666667,123.1166667,132.9,124.3833333,145.6166667,131.9166667,226.65,137.05,135.9166667,121.0333333,143.15,208.1,132.9833333,136.85,143.1,132.45,139.4666667,126.25,143.6,135.9166667,293.15,177.9,152.9666667,125.15,125.9,144.15,126.3166667,127.35,123.1,117.6,118.9833333,123.2166667,120.7,139.8833333,117.5166667,113.25,394.7666667,109.8666667,153.3666667,109.4166667,114.55,111.65,126.45,160.1,108.3833333,110.5,98.26666667,116.9833333,96.6,117.1166667,102.7,99.48333333,94.66666667,111.1666667,101.15,156.7,97.46666667,189.3333333,90.81666667,92.1,187.7166667,226.7,80.46666667,140.8333333,91.13333333,190.3833333,71.35,95.8,71.25,74.21666667,111.4333333,79.05,84.61666667,82.43333333,87.18333333,82.96666667,39.45,47.03333333,183.9166667,329.2,74.6,104.9333333,148.5333333,316.9166667,0,32.03333333,34.93333333,23.73333333,42.1,510.85,167.2333333,41,104.5333333,76.43333333,71.11666667,607,85.53333333,88.28333333,377.5666667,364.05,107.3,241.6166667,221.7333333,236.6333333,213.95,186.3166667,180.6666667,185.0833333,146.05,129.6333333,126.9833333,141.4833333,228.5833333,132.1333333,207.5166667,131.45,136.55,131.05,128.7666667,139.4666667,128.2333333,177.3333333,298.6,123.5166667,120.3833333,117.6833333,115.6833333,103.5666667,103.85,154.55,109.1333333,103.4833333,115.0833333,160.1666667,185.8333333,101.2333333,94.65,88.11666667,225.3666667,140.0833333,191.7,70.58333333,70.53333333,74.43333333,81.51666667,81.6,46.9,134.55,37.21666667,183.3166667,316.6,18.03333333,73.78333333,141.25,103.5666667,82.85,88.58333333,376.3833333,363.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,99,231.5333333,211.15,204.0666667,174.1,183.6833333,173.9833333,150.4833333,143.45,144.4666667,136.4166667,131.8833333,139.6333333,119.4166667,144.1833333,126.95,112,121.7833333,113.2833333,134.5,120.8,215.55,125.9333333,124.8,109.9166667,132.0333333,196.9833333,121.8666667,125.75,131.9833333,121.35,128.3666667,115.1333333,132.5,124.8,282.0333333,166.7833333,141.85,114.0333333,114.7833333,133.0333333,115.2,116.2333333,111.9833333,106.4833333,107.8666667,112.1166667,109.5833333,128.7666667,106.4166667,102.1333333,383.65,98.75,142.2666667,98.3,103.4333333,100.5333333,115.35,148.9833333,97.26666667,99.38333333,87.15,105.8666667,85.48333333,106.0166667,91.58333333,88.38333333,83.55,100.0666667,90.05,145.5833333,86.35,178.2166667,79.71666667,81,176.6,215.6,69.36666667,129.7333333,80.01666667,179.35,60.23333333,84.68333333,77.88333333,63.1,100.3166667,67.93333333,73.5,71.31666667,76.06666667,71.86666667,44.28333333,35.93333333,158.8666667,318.1,53.36666667,77.25,122.75,305.8,31.33333333,0,11.26666667,17.36666667,28.03333333,499.75,145.4333333,39.4,83.76666667,79.45,69.5,595.8833333,88.56666667,86.66666667,375.95,362.45,96.18333333,230.5,210.6166667,225.5166667,202.85,175.2,169.5666667,173.9833333,134.95,118.5166667,115.8833333,130.3666667,217.4666667,121.0333333,196.4,120.3333333,125.4333333,119.9333333,117.65,128.35,117.1333333,166.2166667,287.5,112.4166667,109.2666667,106.5666667,104.5833333,92.45,92.75,143.45,98.03333333,92.38333333,103.9666667,149.05,174.7333333,90.13333333,83.55,77.01666667,214.25,128.9666667,180.6666667,59.46666667,77.16666667,63.33333333,70.4,70.48333333,35.78333333,109.5,26.1,158.2666667,305.4833333,15.56666667,48.36666667,121.15,82.81666667,81.23333333,91.61666667,374.7666667,361.8833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,100,236.85,216.4666667,209.4,179.4166667,189,179.3166667,155.8,148.7666667,149.7833333,141.75,137.2166667,144.95,124.7333333,149.5166667,132.2833333,117.3166667,127.1,118.6,139.8166667,126.1166667,220.8666667,131.2666667,130.1333333,115.25,137.35,202.3,127.1833333,131.0666667,137.3,126.6666667,133.6833333,120.45,137.8166667,130.1166667,287.3666667,172.1166667,147.1666667,119.35,120.1,138.35,120.5333333,121.5666667,117.3,111.8166667,113.2,117.4333333,114.9166667,134.1,111.7333333,107.45,388.9666667,104.0833333,147.5833333,103.6166667,108.75,105.8666667,120.6666667,154.3,102.5833333,104.7166667,92.46666667,111.1833333,90.81666667,111.3333333,96.9,93.7,88.88333333,105.3833333,95.36666667,150.9,91.66666667,183.55,85.03333333,86.31666667,181.9333333,220.9166667,74.68333333,133.6666667,85.35,174.0833333,65.55,90,83.21666667,68.41666667,105.85,73.26666667,79.03333333,71.66666667,81.6,71.58333333,49.61666667,41.25,155.0833333,323.4166667,50.41666667,73.5,116.2333333,311.1333333,34.41666667,10.91666667,0,20.45,21.03333333,505.0666667,140.25,38.83333333,76.88333333,82.53333333,70.13333333,601.2,91.65,87.3,376.5833333,363.0666667,101.5,235.8333333,215.95,230.8333333,208.1666667,180.5333333,174.8833333,179.3,140.2666667,123.85,121.2,135.6833333,222.8,126.35,201.7333333,125.65,130.7666667,125.25,122.9666667,133.6666667,122.45,171.55,292.8166667,117.7333333,114.6,111.9,109.9,97.76666667,98.06666667,148.7666667,103.35,97.7,109.2833333,154.3666667,180.05,95.45,88.86666667,82.33333333,219.5833333,132.9166667,175.4,64.78333333,82.48333333,68.65,75.93333333,70.28333333,41.1,105.7166667,31.43333333,154.4833333,310.8,18.65,41.48333333,114.2666667,75.91666667,81.86666667,94.7,375.4,362.5166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,101,228.4,208.0166667,200.9333333,170.9666667,180.55,170.85,147.35,140.3166667,141.3333333,133.3,128.7666667,136.5,116.2833333,141.05,123.8166667,108.8666667,118.65,110.15,131.3666667,117.6666667,212.4166667,122.8,121.6666667,106.8,128.9,193.85,118.7333333,122.6166667,128.85,118.2166667,125.2333333,112,129.3666667,121.6666667,278.9,163.6666667,138.7166667,110.9,111.65,129.9,112.0666667,113.1,108.85,103.35,104.7333333,108.9833333,106.45,125.6333333,103.2833333,99,380.5166667,95.63333333,139.1333333,95.16666667,100.3,97.4,112.2166667,145.85,94.13333333,96.25,84.01666667,102.7333333,82.36666667,102.8833333,88.45,85.25,80.41666667,96.93333333,86.91666667,142.45,83.21666667,175.1,76.58333333,77.86666667,173.4666667,212.4666667,66.23333333,126.6,76.9,176.1333333,57.1,81.55,74.75,59.96666667,97.18333333,64.8,70.36666667,68.18333333,72.93333333,68.73333333,41.16666667,32.8,169.6666667,314.9666667,60.36666667,90.63333333,133.5166667,302.6833333,21.93333333,17.01666667,19.9,0,29.05,496.6166667,158.25,29.66666667,94.86666667,69.73333333,59.76666667,592.75,78.83333333,76.93333333,366.2166667,352.7166667,93.05,227.3666667,207.4833333,222.3833333,199.7166667,172.0833333,166.4333333,170.85,131.8166667,115.4,112.75,127.2333333,214.3333333,117.9,193.2666667,117.2,122.3,116.8,114.5166667,125.2166667,114,163.1,284.3666667,109.2833333,106.1333333,103.45,101.45,89.31666667,89.61666667,140.3166667,94.9,89.25,100.8333333,145.9166667,171.6,87,80.41666667,73.88333333,211.1166667,125.8333333,177.45,56.33333333,74.03333333,60.2,67.26666667,67.35,32.65,120.3,22.96666667,169.0833333,302.35,5.016666667,58.76666667,132.25,93.91666667,71.5,81.88333333,365.0333333,352.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,102,249.0333333,228.65,221.5666667,191.6,201.1833333,191.4833333,167.9833333,160.95,161.9666667,153.9166667,152.8166667,157.1333333,140.35,161.6833333,144.45,132.9333333,139.2833333,134.2,152,141.7333333,233.05,143.4333333,142.3,130.85,149.5333333,214.4833333,139.3666667,143.25,149.4833333,138.85,145.8666667,132.6333333,150,141.7666667,299.5333333,184.2833333,159.35,131.5333333,132.2833333,150.5333333,132.7,133.7333333,129.4833333,123.9833333,125.3666667,129.6166667,127.0833333,146.2666667,123.9166667,119.6333333,401.15,116.25,159.75,115.8,120.9333333,118.0333333,132.85,166.4833333,117.1666667,116.8833333,108.0833333,123.3666667,106.4166667,123.5166667,109.0833333,109.3,104.4833333,117.5666667,110.9666667,163.0833333,103.85,195.7166667,100.6333333,101.9166667,192.4,233.1,90.3,139.2666667,97.51666667,177.8,81.16666667,102.6666667,98.81666667,80.6,113.0166667,81.13333333,86.2,78.83333333,88.76666667,78.76666667,65.21666667,56.85,158.8,335.6,56.73333333,74.81666667,117.3333333,323.3,41.63333333,27.7,20.66666667,29.81666667,0,517.25,136.2,24.46666667,72.83333333,81.65,55.78333333,613.3833333,86.16666667,72.95,362.2333333,348.7166667,113.6833333,248,228.1166667,243.0166667,220.35,192.7,187.0666667,191.4666667,152.45,139.45,136.8,147.8666667,234.9666667,138.5333333,213.9,137.8333333,142.9333333,137.4333333,135.15,145.3333333,134.1,183.7166667,305,129.9166667,126.7666667,124.0666667,125.5166667,113.3833333,113.6666667,160.95,114.95,113.3,121.4666667,166.55,192.2166667,107.6333333,104.4666667,97.93333333,231.75,138.5,179.1166667,80.4,98.1,80.83333333,83.1,77.45,56.71666667,109.4333333,47.03333333,158.2,322.9833333,30.46666667,39.13333333,110.2166667,71.86666667,67.51666667,100.4833333,361.05,348.1666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,103,523.65,499.25,492.1666667,462.1833333,449.2333333,452.6166667,439.8,432.7666667,432.5666667,425.7333333,483.35,429.3333333,470.8833333,421.6166667,417.9666667,463.4666667,411.1,464.75,425.5166667,472.2666667,317.4333333,415.25,415.8166667,461.3833333,416.2666667,335.5,411.1833333,416.7666667,422.15,411.2666667,401.5166667,404.45,398.8166667,423.05,249.2166667,351.05,406.8833333,403.35,411.3833333,391.9333333,404.5166667,398.15,399.2166667,402.1333333,412.25,392.4666667,414.4333333,378.5,403.6666667,414.4666667,145.0166667,418.6166667,361.5833333,415.7,405.1833333,417.9833333,403.1666667,359.4166667,423.2666667,408.7,436.4333333,415.1833333,447.3833333,415.3166667,417.2,427.3666667,432.8833333,417.3166667,439.5333333,381.45,416.65,343.9833333,446.8833333,436.3666667,363.2833333,290.1333333,444.0833333,413.2833333,442.0166667,389.0666667,458.9,448.8,487.2333333,441.9666667,446.3166667,446.55,452.4833333,453.0333333,455.05,454.8,490.8,466.65,437,196.6166667,474.9333333,470.5,438.55,199.5166667,508.05,496.25,501.7,494.1666667,514.9,0,470.7166667,515.7166667,505.9333333,555.7833333,545.8333333,115.2,564.8833333,563,332.2833333,349.7166667,410.9,522.6166667,498.7166667,481.9333333,490.9333333,463.3,457.65,454.3666667,426.5166667,470,467.35,421.3833333,319.3666667,410.3333333,334.9333333,409.65,415.7166667,409.25,406.9666667,429.1166667,420.9833333,352.8833333,243.0333333,394.3333333,393.4666667,410.95,412.0333333,443.9166667,444.2166667,364.0333333,421.05,425.3,405.7166667,359.1333333,325.6666667,415.55,431.0666667,444.2,288.8,413.7,388.9833333,454.6333333,488.9,441.9333333,449.3833333,451.65,466.5,438.1166667,473.8666667,436.3166667,199.2,491.9,511.4,482.5166667,504.9666667,557.5666667,567.95,332.1333333,347.5666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,104,280.2666667,259.8833333,252.8,222.8333333,233.6333333,223.9333333,200.4333333,193.4,193.2,186.3666667,211.85,189.9666667,199.3666667,184.65,178.1666667,191.95,171.7333333,193.2333333,185.7166667,200.7666667,201.15,175.8833333,176.0166667,189.8833333,179.3166667,182.6,171.8166667,176.95,183.2,171.3,165.0333333,165.0833333,161.85,175.45,267.65,148.3666667,169.4666667,163.9833333,166,154.9833333,165.15,161.6333333,161.9333333,157.7,159.05,155.9333333,160.6166667,143.15,156.3666667,153.8833333,369.2666667,155.05,136.3,154.7333333,151.15,156.9666667,144.2333333,129.7166667,157.3333333,145,164.9333333,140.4333333,173.9166667,143.8333333,147.4166667,156.4,160.5,144.6666667,168.0333333,123.7333333,142.3333333,144.6333333,167.3,152.45,115.7,188.2833333,161.0166667,112.25,123.95,87.88333333,153.5333333,111.1833333,181.25,126.2333333,95.98333333,119.5333333,116.65,124.5,111.0333333,121.15,165.1666667,145.3833333,48.65,290.7833333,113.5,75.43333333,47.15,278.5,166.1333333,144.45,138.75,158.65,136.2166667,472.4333333,0,139.1666667,66.21666667,187.1833333,149.2333333,581.5,183.5,166.4,473.85,442.1833333,150.4833333,279.2333333,259.35,275.4666667,251.5833333,223.9333333,218.2833333,223.9166667,186.15,198.4833333,195.8333333,181.5833333,203.0833333,170.9666667,182.0166667,170.2833333,176.35,169.8833333,167.6,179,167.7833333,150.2166667,273.1,157.8,156.95,157.75,159.0666667,172.4,172.7,138.3333333,153.7333333,158.6,150.3666667,129.1666667,147.4166667,146.55,159.4833333,165.4333333,186.95,112.05,85.2,157.25,180.5333333,126.4666667,116.1166667,123.1333333,145.0666667,70.23333333,148.2333333,48.05,278.1833333,154.1666667,101.7833333,27.6,65.4,160.9666667,212.4666667,472.8666667,441.6166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,105,250.1333333,229.75,222.6666667,192.7,202.2833333,192.5833333,169.0833333,162.05,163.0666667,155.0166667,150.4833333,158.2333333,138.0166667,162.7833333,145.55,130.6,140.3833333,131.8833333,153.1,139.4,234.15,144.5333333,143.4,128.5166667,150.6333333,215.5833333,140.4666667,144.35,150.5833333,139.95,146.9666667,133.7333333,151.1,143.4,300.6333333,185.3833333,160.45,132.6333333,133.3833333,151.6333333,133.8,134.8333333,130.5833333,125.0833333,126.4666667,130.7166667,128.1833333,147.3666667,125.0166667,120.7333333,402.25,117.35,160.8666667,116.9,122.0333333,119.1333333,133.95,167.5833333,115.8666667,117.9833333,105.75,124.4666667,104.0833333,124.6166667,110.1833333,106.9833333,102.15,118.6666667,108.65,164.1833333,104.95,196.8166667,98.31666667,99.6,195.2,234.2,87.96666667,148.3333333,98.61666667,189.6833333,78.83333333,103.2833333,96.48333333,81.7,118.9166667,86.53333333,92.1,89.91666667,94.66666667,90.46666667,62.88333333,54.53333333,170.6666667,336.7,68.6,86.7,129.2,324.4,39.81666667,40.18333333,38.85,31.71666667,24.6,518.35,140.1833333,0,77.48333333,68.96666667,44.38333333,614.4833333,70.41666667,61.55,350.8333333,337.3333333,114.7833333,249.1,229.2166667,244.1166667,221.45,193.8,188.1666667,192.5833333,153.55,137.1166667,134.4833333,148.9666667,236.0666667,139.6333333,215,138.9333333,144.0333333,138.5333333,136.25,146.95,135.7333333,184.8166667,306.1,131.0166667,127.8666667,125.1666667,123.1833333,111.05,111.35,162.05,116.6333333,110.9833333,122.5666667,167.65,193.3333333,108.7333333,102.15,95.61666667,232.85,147.5666667,190.9833333,78.06666667,95.76666667,81.93333333,89,89.08333333,54.38333333,121.3166667,44.7,170.0833333,324.0833333,27.83333333,47.56666667,114.2,76.51666667,56.11666667,89.66666667,349.65,336.7666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,106,265,244.6333333,237.55,207.5666667,217.15,207.4666667,183.95,176.9333333,177.9333333,169.9,184.0166667,173.1,171.55,177.6666667,160.4333333,164.1166667,155.25,165.4,167.9666667,172.9333333,232.2666667,159.4166667,158.2833333,162.05,165.5,213.7,155.3333333,159.2166667,165.45,154.8166667,161.8333333,148.6,168.1666667,157.75,298.75,183.5,178.25,147.5,148.25,161.2833333,148.6833333,149.7166667,145.4666667,139.9666667,141.35,145.5833333,143.0666667,157.8166667,139.8833333,135.6,400.3666667,132.2333333,159.15,131.7666667,136.9,134.0166667,150.5333333,164.1833333,133.1333333,132.8666667,137.1,139.3333333,145.2166667,139.4833333,125.05,132.1166667,131.6666667,133.5333333,140.2,139.5166667,119.8166667,184.7166667,139.4333333,124.6166667,156.8166667,224.25,129.0833333,117.9833333,113.5,140.5,119.9666667,108.9333333,140.95,96.56666667,98.6,89.86666667,93.71666667,87.56666667,86.88333333,84.66666667,108.25,96.35,110.0666667,326.75,62.75,58.55,74.18333333,314.4666667,104.5166667,84.51666667,77.73333333,96.08333333,73.63333333,508.4,66.6,77.53333333,0,127.85,89.9,612.6,124.1666667,107.0666667,396.35,382.85,129.65,263.9833333,244.1,258.9833333,236.3166667,208.6833333,203.0333333,207.45,168.4166667,170.65,168,163.8333333,234.1833333,154.5,213.1166667,153.8,158.9166667,153.4,151.1166667,161.3,150.0833333,182.9333333,304.2166667,145.8833333,142.75,140.05,141.5,144.5833333,144.8666667,162.6333333,130.9166667,135.7833333,137.4333333,163.7833333,183.3833333,123.6,131.65,136.7333333,222.9166667,117.2166667,141.4166667,119.2,140.2333333,96.8,91.85,86.2,95.5,77.58333333,91.3,109.4666667,314.15,92.53333333,39.21666667,40.6,0.816666667,101.6333333,153.1333333,395.1666667,382.2833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
